"left","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","promotion_last_5years","sales","salary"
"1",0.3861,0.2295,5,321,9,0,0,"hr","medium"
"0",0.7474,0.8433,10,342,7,0,0,"accounting","low"
"0",0.5639,0.4872,13,253,11,0,0,"management","high"
"0",0.7039,0.4168,11,341,4,0,0,"sales","low"
"0",0.524,0.4572,6,238,5,0,0,"marketing","medium"
"0",0.6992,0.7351,7,272,8,0,0,"IT","medium"
"0",0.7617,0.5264,10,205,7,1,0,"RandD","low"
"1",0.2667,0.7387,7,319,4,0,0,"technical","low"
"1",0.3776,0.1164,4,194,3,0,0,"management","low"
"0",0.7499,0.741,11,310,6,1,0,"technical","medium"
"1",0.2627,0.3341,5,151,3,0,0,"sales","low"
"0",0.6419,0.1272,7,341,7,0,0,"sales","low"
"0",0.9072,0.6193,7,265,4,1,0,"sales","low"
"1",0.38,0.4476,9,228,3,0,0,"IT","low"
"0",0.6039,0.5108,9,189,4,0,0,"IT","low"
"0",0.4194,0.2737,9,313,3,0,0,"support","medium"
"0",0.2002,0.7318,11,203,6,1,0,"marketing","medium"
"0",0.2949,0.715,7,214,8,1,0,"sales","medium"
"0",0.1096,0.4258,13,167,11,0,0,"marketing","medium"
"0",0.4304,0.1195,5,160,5,0,0,"marketing","low"
"0",0.6889,0.3494,5,353,2,0,0,"technical","high"
"1",0.0782,0.576,9,327,8,0,0,"technical","low"
"0",0.5309,0.1763,7,253,5,0,0,"accounting","low"
"1",0.1093,0.7258,13,290,8,0,0,"technical","low"
"0",0.5291,0.6867,9,128,8,0,0,"product_mng","medium"
"0",0.86,0.598,13,238,8,0,0,"sales","high"
"0",0.4334,0.7197,8,214,4,0,0,"sales","low"
"0",0.5023,0.7212,10,261,2,0,0,"sales","low"
"0",0.4879,0.6019,6,236,3,0,0,"sales","medium"
"1",0.611,0.6031,10,272,7,0,0,"support","low"
"0",0.1118,0.4024,8,219,6,0,0,"technical","high"
"0",0.696,0.4932,4,326,5,1,0,"RandD","low"
"0",0.6287,0.3233,7,213,6,1,0,"support","low"
"0",0.1975,0.6829,12,195,9,0,1,"management","high"
"0",0.6966,0.207,9,203,8,0,0,"sales","low"
"0",0.5766,0.915,6,197,3,1,0,"product_mng","low"
"1",0.3249,0.4158,6,236,5,0,0,"technical","low"
"0",0.7851,0.3296,9,357,7,0,0,"support","medium"
"0",0.7874,0.2532,7,212,4,0,0,"sales","medium"
"0",0.8651,0.5126,7,193,3,0,0,"technical","low"
"0",0.5831,0.2009,9,217,7,0,0,"accounting","medium"
"0",0.7433,0.6358,5,214,6,1,0,"technical","low"
"0",0.6319,0.2854,8,202,3,0,0,"accounting","medium"
"1",6e-04,0.7437,11,340,5,0,0,"support","low"
"0",0.3553,0.8803,11,290,4,0,0,"IT","medium"
"1",0.6761,0.806,11,318,8,0,0,"support","low"
"0",0.3161,0.7453,6,301,6,0,0,"hr","medium"
"0",0.2649,0.644,10,243,3,0,0,"sales","low"
"0",0.3881,0.5941,8,251,4,0,0,"technical","low"
"0",0.8329,0.7364,7,176,7,0,0,"sales","low"
"0",0.7264,0.7686,6,166,3,0,0,"support","high"
"0",0.6089,0.3926,4,352,6,1,0,"sales","low"
"0",0.9304,0.7817,9,293,4,0,0,"support","medium"
"0",0.5166,0.3143,8,161,7,0,0,"technical","medium"
"0",0.5329,0.9646,6,209,3,1,0,"marketing","low"
"1",0.3551,0.8812,11,308,5,0,0,"support","medium"
"0",0.6043,0.6983,9,284,4,1,0,"product_mng","medium"
"0",0.6668,0.3139,10,266,6,0,0,"technical","low"
"0",0.4947,0.6222,5,234,4,0,0,"product_mng","medium"
"0",0.6128,0.1873,8,361,7,1,0,"marketing","medium"
"0",0.5929,0.4332,7,248,4,1,0,"sales","medium"
"0",0.4627,0.6161,8,147,5,0,0,"technical","low"
"0",0.5299,0.5359,9,335,7,0,0,"management","low"
"0",0.4494,0.4024,3,104,7,0,0,"IT","low"
"1",0.0992,0.5911,11,299,5,0,0,"sales","low"
"0",0.934,0.671,7,228,4,0,0,"support","low"
"0",0.6579,0.5612,11,285,3,0,0,"sales","medium"
"0",0.6287,0.7719,7,208,4,0,0,"sales","medium"
"0",0.1149,0.4756,10,203,7,0,0,"accounting","high"
"0",0.6877,0.3192,6,223,2,0,0,"sales","medium"
"0",0.6814,0.5957,5,250,4,1,0,"support","low"
"0",0.6067,0.7799,7,232,5,0,0,"IT","medium"
"0",0.4413,0.8587,6,284,5,0,0,"sales","medium"
"0",0.6034,0.1917,8,305,10,0,0,"management","low"
"0",0.2579,0.3337,5,233,4,0,0,"technical","medium"
"1",0.5932,0.3664,9,139,3,0,0,"IT","low"
"0",0.7756,0.6996,7,191,4,1,0,"accounting","medium"
"0",0.6968,0.4497,9,191,4,0,0,"RandD","low"
"0",0.5718,0.6724,4,204,3,0,0,"sales","low"
"0",0.2051,0.1078,7,242,5,1,0,"IT","low"
"0",0.4152,0.1983,7,202,9,0,0,"accounting","medium"
"1",0.4832,0.1451,8,200,3,0,0,"support","medium"
"0",0.5177,0.476,11,206,5,0,0,"sales","low"
"1",0.6096,0.8793,7,268,6,0,0,"sales","medium"
"1",0.4058,0.4187,4,207,7,0,0,"marketing","high"
"0",0.6911,0.1432,9,160,7,0,0,"support","low"
"0",0.7188,0.7682,8,223,7,0,0,"management","medium"
"0",0.6553,0.7875,7,270,6,0,0,"accounting","medium"
"1",0.4346,0.3486,5,233,6,1,0,"RandD","low"
"1",0.3379,0.2392,8,241,3,0,0,"hr","low"
"1",0.5687,0.7424,9,320,9,0,0,"hr","medium"
"0",0.657,0.8439,7,194,7,0,0,"sales","medium"
"0",0.1969,0.3696,11,335,7,0,0,"sales","medium"
"1",0.51,0.1463,9,164,5,0,0,"management","medium"
"0",0.6831,0.6497,7,250,6,0,0,"technical","low"
"1",0.2612,0.2459,5,186,6,0,0,"sales","low"
"0",0.4823,0.7733,6,240,7,1,0,"accounting","medium"
"0",0.9517,0.7249,4,160,4,0,0,"IT","low"
"0",0.6636,0.6949,7,218,5,0,0,"IT","medium"
"0",0.4239,0.1265,2,179,4,0,0,"IT","medium"
"0",0.7544,0.6411,9,247,3,0,0,"hr","low"
"1",0.503,0.8531,7,295,9,0,0,"support","low"
"0",0.2961,0.5377,8,326,8,0,0,"support","medium"
"0",0.2229,0.1205,11,226,7,0,0,"sales","low"
"0",0.8437,0.5682,12,178,2,0,0,"sales","medium"
"0",0.3446,0.1931,9,261,14,1,0,"sales","high"
"0",0.6421,0.7608,8,179,3,0,0,"product_mng","medium"
"1",0.4247,0.2479,5,175,6,0,0,"sales","low"
"0",0.6237,0.6211,8,185,4,1,0,"sales","low"
"0",0.4443,0.6065,4,239,7,0,0,"sales","medium"
"0",0.621,0.7845,12,170,3,0,0,"sales","medium"
"1",0.5223,0.7328,11,324,6,0,0,"sales","low"
"0",0.7078,0.6755,11,220,3,0,0,"technical","high"
"0",0.3123,0.4498,7,231,5,0,0,"product_mng","low"
"0",0.4965,0.5556,8,219,4,0,0,"support","low"
"1",0.5173,0.452,7,222,3,0,0,"accounting","medium"
"0",0.3929,0.3684,7,302,7,0,0,"support","medium"
"0",0.3315,0.4856,8,252,5,0,0,"IT","low"
"0",0.3549,0.3182,8,145,4,1,0,"RandD","low"
"0",0.4421,0.6618,6,240,6,0,0,"technical","low"
"0",0.4058,0.5762,9,172,7,0,0,"support","medium"
"0",0.5374,0.5008,9,291,2,0,0,"technical","medium"
"0",0.6547,0.1258,9,270,7,0,0,"IT","low"
"0",0.4298,0.6852,8,189,4,0,0,"technical","low"
"0",0.3834,0.6073,6,242,5,1,0,"sales","medium"
"1",0.4836,0.1277,7,236,5,0,0,"marketing","medium"
"0",0.7551,0.7511,11,260,6,1,0,"sales","low"
"0",0.7944,0.4977,9,269,3,0,0,"technical","medium"
"0",0.7545,0.5395,7,153,2,0,0,"support","low"
"0",0.9362,0.3796,10,249,4,1,0,"product_mng","high"
"0",0.6979,0.8545,4,224,6,0,0,"marketing","medium"
"0",0.7423,0.6531,3,253,4,0,0,"support","medium"
"0",0.8213,0.588,4,188,5,1,0,"support","high"
"0",0.7806,0.4595,8,198,8,0,0,"sales","medium"
"1",0.6577,0.7361,12,280,9,0,0,"IT","low"
"1",0.0035,0.5007,9,326,7,0,0,"technical","medium"
"0",0.7269,0.6038,8,249,5,0,0,"technical","medium"
"0",0.5311,0.477,5,278,5,0,0,"support","medium"
"1",0.7242,0.7554,6,273,9,0,0,"sales","low"
"0",0.8197,0.4915,8,278,11,1,0,"IT","medium"
"1",0.1955,0.4952,7,247,5,0,0,"sales","medium"
"1",0.6926,0.8312,8,297,7,1,0,"accounting","medium"
"1",0.4245,0.2732,3,153,6,0,0,"sales","low"
"0",0.8687,0.2602,7,217,7,0,0,"product_mng","high"
"0",0.5098,0.7329,8,212,3,0,0,"technical","medium"
"0",0.3785,0.7042,11,239,7,0,0,"marketing","low"
"0",0.5473,0.2236,10,222,2,0,0,"accounting","low"
"1",0.2687,0.2224,7,160,4,0,0,"sales","low"
"0",0.4817,0.4097,8,117,5,0,0,"sales","low"
"0",0.6507,0.2422,8,293,3,0,0,"hr","medium"
"0",0.7347,0.4727,10,333,6,0,0,"hr","medium"
"0",0.6018,0.4416,10,157,10,0,0,"sales","medium"
"0",0.5756,0.4646,11,179,4,0,0,"support","low"
"1",0.5446,0.3715,5,232,5,0,0,"marketing","medium"
"0",0.3435,0.792,9,205,8,0,0,"IT","high"
"0",0.6886,0.4567,5,216,6,0,0,"marketing","low"
"0",0.6663,0.3058,9,191,8,0,0,"sales","low"
"1",0.7027,0.6585,13,279,8,0,0,"sales","low"
"1",0.5115,0.4769,5,245,7,0,0,"IT","medium"
"0",0.4685,0.5589,3,200,4,0,0,"product_mng","medium"
"0",0.6147,0.286,6,156,12,0,0,"sales","low"
"0",0.5225,0.748,5,229,4,1,0,"sales","medium"
"0",0.537,0.0698,9,140,5,0,0,"hr","medium"
"0",0.5349,0.1162,6,172,3,0,0,"sales","medium"
"1",0.1173,0.8659,11,260,5,0,0,"technical","low"
"0",0.7206,0.562,11,240,5,0,0,"IT","medium"
"1",0.441,0.397,4,197,3,0,0,"sales","low"
"0",0.6021,0.7634,7,149,3,0,0,"product_mng","low"
"0",0.4821,0.6573,8,205,2,1,0,"IT","low"
"0",0.6766,0.6255,5,265,6,0,0,"support","medium"
"0",0.6731,0.4911,8,242,6,0,0,"product_mng","low"
"1",0.3455,0.3664,6,196,7,0,0,"marketing","low"
"0",0.3242,0.521,10,169,3,0,0,"RandD","medium"
"0",0.8501,0.1899,9,200,3,0,0,"RandD","low"
"0",0.3971,0.6109,10,218,5,0,0,"sales","medium"
"0",0.545,0.7781,8,275,7,0,0,"product_mng","low"
"0",0.6401,0.7846,6,266,4,0,0,"sales","medium"
"1",0.4522,0.3873,9,319,4,0,0,"technical","low"
"0",0.7288,0.8158,9,297,5,0,0,"technical","high"
"1",0.39,0.3806,2,171,7,0,0,"technical","low"
"1",0.5386,0.3479,4,140,4,0,0,"sales","low"
"0",0.8872,0.413,6,264,5,0,0,"sales","medium"
"0",0.3753,0.7053,5,285,3,1,0,"sales","low"
"0",0.6694,0.2405,7,192,6,1,0,"support","medium"
"1",0.2284,0.4305,5,217,6,0,0,"sales","medium"
"0",0.4297,0.5586,12,302,3,0,0,"hr","low"
"1",0.2773,0.5651,10,321,8,0,0,"IT","low"
"0",0.3437,0.6327,7,217,5,0,0,"support","low"
"1",0.234,0.8508,13,345,6,0,0,"support","low"
"0",0.5811,0.5113,5,188,7,0,0,"IT","medium"
"0",0.6905,0.4924,7,246,7,0,0,"sales","low"
"0",0.7625,0.8192,9,275,3,0,0,"sales","low"
"0",0.7101,0.3312,7,288,7,0,0,"product_mng","medium"
"0",0.5003,0.4358,7,321,2,0,0,"IT","medium"
"0",0.4783,0.69,7,190,3,0,0,"management","low"
"0",0.4359,0.5457,6,217,12,0,0,"management","medium"
"0",0.6482,0.5977,8,271,3,1,0,"sales","low"
"1",0.248,0.5029,5,188,6,0,0,"sales","low"
"0",0.7263,0.7554,10,197,4,0,0,"technical","high"
"0",0.4208,0.5339,11,259,4,0,0,"technical","low"
"1",0.1126,0.7782,9,305,8,0,0,"technical","medium"
"0",0.5806,0.565,6,228,4,0,0,"IT","medium"
"0",0.7069,0.4067,9,332,6,1,0,"technical","low"
"0",0.6303,0.7782,9,185,6,0,0,"product_mng","low"
"0",0.3947,0.7371,12,280,5,1,0,"marketing","medium"
"1",0.3352,0.2333,5,215,5,0,0,"marketing","low"
"0",0.7625,0.4003,6,280,7,0,0,"hr","low"
"0",0.8857,0.435,7,233,3,0,0,"RandD","low"
"0",0.5526,0.7423,11,341,10,0,0,"accounting","medium"
"0",0.7634,0.7102,6,265,2,0,0,"support","medium"
"0",0.454,0.6645,7,218,11,0,0,"IT","medium"
"1",0.2851,0.2831,8,212,8,0,0,"sales","low"
"1",0.2593,0.4512,11,299,7,1,0,"RandD","medium"
"1",0.393,0.1278,10,160,6,0,0,"technical","medium"
"0",0.7303,0.5936,9,247,5,0,0,"technical","medium"
"1",0.1648,0.7853,9,355,7,0,0,"accounting","medium"
"0",0.42,0.4218,8,300,7,0,0,"sales","medium"
"0",0.7491,0.8672,10,232,2,0,0,"sales","medium"
"0",0.5067,0.7367,7,231,3,1,0,"marketing","low"
"0",0.2719,0.4192,3,195,7,0,0,"sales","medium"
"0",0.8228,0.4656,7,194,6,1,0,"management","medium"
"0",0.54,0.1759,10,301,5,0,0,"hr","low"
"0",0.7541,0.4266,5,284,3,0,0,"technical","high"
"0",0.525,0.4128,8,308,3,1,0,"hr","low"
"0",0.622,0.5401,7,335,4,0,0,"support","low"
"0",0.6175,0.1799,13,253,5,0,0,"support","high"
"0",0.724,0.756,8,201,5,0,0,"support","low"
"0",0.2503,0.1237,9,232,7,0,0,"management","medium"
"0",0.5305,0.5731,9,263,11,0,0,"management","high"
"0",0.6399,0.61,7,188,4,1,0,"RandD","low"
"0",0.7194,0.5768,12,314,5,0,0,"RandD","medium"
"1",0.5313,0.3981,8,208,6,0,0,"technical","medium"
"0",0.5903,0.3216,8,260,3,0,0,"marketing","low"
"0",0.5935,0.3498,6,274,7,0,0,"sales","low"
"0",0.8631,0.0966,8,245,9,1,0,"sales","medium"
"0",0.5768,0.8049,6,266,8,0,1,"accounting","low"
"0",0.6723,0.8677,6,288,3,0,0,"sales","low"
"0",0.1443,0.3951,6,271,4,1,0,"technical","low"
"0",0.796,0.4665,6,258,2,0,0,"technical","low"
"0",0.9498,0.7251,7,257,7,0,0,"sales","medium"
"0",0.4587,0.3682,4,243,4,0,0,"sales","medium"
"1",0.592,0.7756,9,266,8,0,0,"sales","medium"
"0",0.7012,0.7301,5,168,5,0,0,"IT","medium"
"1",0.7629,0.5884,6,356,6,0,0,"support","low"
"0",0.653,0.2174,8,348,4,0,0,"IT","high"
"1",0.5205,0.2076,7,212,6,0,0,"support","low"
"0",0.6542,0.7349,3,208,5,0,0,"sales","medium"
"0",0.5614,0.3776,7,229,5,0,0,"marketing","low"
"0",0.8761,0.2575,6,305,7,0,0,"product_mng","medium"
"1",0.2462,0.199,8,151,4,0,0,"sales","low"
"1",0.2624,0.6671,10,297,4,0,0,"technical","medium"
"1",0.2554,0.4002,2,205,6,0,0,"product_mng","low"
"0",0.6568,0.5265,8,258,6,0,0,"sales","low"
"0",0.7528,0.82,7,212,5,0,0,"marketing","low"
"1",0.7758,0.7964,7,256,6,0,0,"technical","medium"
"0",0.4706,0.6333,5,244,6,1,0,"sales","low"
"1",0.0174,0.5754,12,364,9,0,0,"sales","high"
"0",0.8901,0.7653,10,247,4,0,0,"support","low"
"0",0.6962,0.6501,6,275,7,0,0,"RandD","medium"
"0",0.7741,0.5906,4,274,8,0,0,"support","high"
"0",0.0676,0.4561,7,312,5,0,0,"technical","medium"
"1",0.366,0.1182,8,196,4,0,0,"sales","low"
"0",0.8112,0.5027,6,303,5,0,0,"sales","medium"
"0",0.4878,0.9189,9,298,5,0,0,"technical","low"
"0",0.6462,0.7852,8,240,5,1,0,"technical","low"
"0",0.6523,0.7803,7,280,7,0,0,"IT","low"
"0",0.7524,0.6195,10,166,6,0,0,"support","medium"
"0",0.2992,0.3544,10,152,5,0,0,"sales","low"
"0",0.4306,0.7352,12,191,4,1,0,"accounting","high"
"0",0.7007,0.3427,9,174,4,0,0,"support","low"
"1",0.1599,0.8285,9,230,6,1,0,"accounting","low"
"0",0.5415,0.9166,9,306,7,1,0,"support","medium"
"0",0.8035,0.777,5,208,5,0,0,"RandD","low"
"0",0.6196,0.6984,4,194,3,1,0,"technical","medium"
"1",0.472,0.7209,11,167,6,0,0,"hr","medium"
"0",0.3027,0.7814,11,242,7,1,0,"technical","medium"
"0",0.7512,0.7843,5,252,4,0,0,"marketing","medium"
"1",0.8469,0.712,9,275,8,0,0,"support","medium"
"1",0.1452,0.8048,11,273,5,0,0,"sales","low"
"1",0.3592,0.4197,7,225,4,0,0,"sales","low"
"0",0.6176,0.5701,7,329,3,1,0,"marketing","low"
"0",0.2937,0.2205,6,221,8,0,0,"accounting","medium"
"1",0.0758,0.5152,8,321,5,0,0,"product_mng","medium"
"1",0.2919,0.8521,10,320,4,0,0,"sales","low"
"0",0.7032,0.7929,5,266,3,0,0,"support","low"
"0",0.4124,0.2316,8,213,6,0,1,"management","high"
"1",0.6394,0.4538,8,302,5,0,0,"marketing","medium"
"0",0.5978,0.7405,9,270,6,0,0,"sales","low"
"0",0.4142,0.2046,9,212,7,0,0,"management","low"
"1",0.5131,0.2195,7,196,7,0,0,"sales","medium"
"1",0.7989,0.9886,7,350,6,0,0,"sales","low"
"1",0.7232,0.712,4,346,6,0,0,"management","low"
"0",0.5797,0.3505,7,313,7,0,0,"technical","medium"
"0",0.6569,0.393,5,253,8,0,0,"hr","medium"
"0",0.7948,0.6716,6,236,3,0,0,"technical","medium"
"0",0.605,0.7114,4,308,6,0,0,"hr","medium"
"0",0.4806,0.5832,9,206,7,0,0,"management","medium"
"0",0.4983,0.6702,5,185,2,0,0,"sales","low"
"1",0.447,0.3233,7,198,7,0,0,"sales","low"
"0",0.6352,0.3814,6,204,3,0,0,"technical","medium"
"1",0.0081,0.7957,10,323,7,0,0,"sales","low"
"0",0.0938,0.8321,9,339,6,0,0,"sales","low"
"0",0.6892,0.5267,6,256,7,0,0,"sales","medium"
"0",0.6655,0.6391,11,245,6,0,0,"management","high"
"0",0.6471,0.2332,5,187,3,0,0,"IT","low"
"0",0.5953,0.3439,5,348,4,1,0,"accounting","low"
"0",0.3986,0.4978,7,269,7,1,0,"product_mng","medium"
"0",0.5336,0.3211,6,213,3,0,0,"sales","low"
"0",0.3139,0.1826,12,163,7,0,0,"support","medium"
"1",0.4889,0.4334,3,240,5,0,0,"sales","low"
"0",0.4841,0.3544,11,205,6,0,0,"marketing","low"
"0",0.9209,0.3913,4,296,8,0,0,"product_mng","high"
"0",0.5608,0.5982,9,259,4,0,0,"IT","medium"
"0",0.5282,0.7112,11,238,10,1,0,"IT","low"
"1",0.0381,0.5846,13,352,7,0,0,"technical","low"
"0",0.1778,0.3445,9,179,6,0,0,"RandD","low"
"0",0.9459,0.8901,6,320,7,0,0,"IT","medium"
"0",0.7045,0.7771,6,240,7,0,0,"sales","medium"
"1",0.5743,0.5349,4,315,8,1,0,"sales","low"
"0",0.7722,0.7452,5,197,5,1,0,"hr","low"
"0",0.5214,0.2333,5,258,2,0,0,"IT","high"
"0",0.5831,0.5677,8,271,6,0,0,"sales","high"
"0",0.7061,0.9432,8,281,4,0,0,"sales","medium"
"0",0.6193,0.4378,9,213,8,0,1,"management","high"
"1",0.8144,0.8302,5,208,8,0,0,"sales","low"
"0",0.8363,0.3464,10,233,5,0,0,"accounting","low"
"0",0.8211,0.585,6,180,6,0,0,"technical","high"
"1",0.6084,0.8296,7,306,8,0,0,"accounting","low"
"0",0.9139,0.4328,5,208,7,0,0,"hr","medium"
"1",0.259,0.138,5,158,5,0,0,"IT","medium"
"1",0.2465,0.35,9,325,4,0,0,"technical","low"
"0",0.7858,0.1145,9,221,8,0,0,"IT","low"
"0",0.4177,0.9081,13,184,9,0,0,"sales","medium"
"0",0.8402,0.43,4,214,5,0,0,"sales","low"
"0",0.7361,0.697,10,178,5,0,0,"accounting","low"
"0",0.6599,0.8169,6,344,8,1,0,"IT","medium"
"0",0.451,0.3241,8,196,6,0,1,"sales","medium"
"0",0.4592,0.1295,9,301,8,0,0,"technical","low"
"0",0.315,0.4633,6,272,7,0,0,"support","medium"
"0",0.5828,0.4212,8,220,4,0,0,"management","low"
"1",0.2155,0.2587,5,179,6,0,0,"sales","low"
"0",0.6338,0.56,11,296,6,0,0,"sales","low"
"0",0.5984,0.4282,6,304,3,0,0,"technical","medium"
"1",0.2588,0.1989,6,235,4,0,0,"technical","medium"
"0",0.4102,0.5313,9,188,5,1,0,"management","medium"
"0",0.6344,0.624,6,258,6,0,0,"hr","low"
"0",0.597,0.7858,4,250,3,0,0,"sales","low"
"0",0.7932,0.8776,5,268,3,1,0,"management","low"
"0",0.4873,0.2107,7,150,6,0,0,"sales","medium"
"0",0.8216,0.3267,8,189,7,0,0,"support","medium"
"1",0.8992,0.5682,8,209,8,0,0,"support","low"
"1",0.5085,0.6449,6,350,6,0,0,"support","low"
"0",0.5068,0.4806,10,259,5,0,0,"support","medium"
"0",0.6664,0.4405,8,272,4,0,0,"technical","high"
"1",0.816,0.7878,12,301,6,0,0,"support","low"
"1",0.5704,0.2697,4,152,7,0,0,"sales","medium"
"0",0.5378,0.8089,5,191,3,0,0,"technical","low"
"0",0.58,0.4765,12,244,6,0,0,"product_mng","medium"
"0",0.8281,0.5987,7,343,7,1,0,"technical","low"
"1",0.7246,0.8414,7,313,9,0,0,"sales","medium"
"0",0.6398,0.7171,10,213,5,0,0,"support","low"
"0",0.8136,0.887,6,288,6,0,0,"sales","medium"
"0",0.5178,0.8756,8,323,4,0,0,"IT","low"
"0",0.8363,0.3903,10,333,5,0,0,"accounting","low"
"0",0.2585,0.7414,6,159,9,1,0,"technical","medium"
"0",0.6178,0.5521,6,162,7,0,0,"technical","low"
"0",0.6622,0.314,4,300,6,0,0,"sales","low"
"1",0.5201,0.3126,5,162,4,0,0,"sales","medium"
"0",0.5611,0.4714,8,132,7,0,0,"technical","medium"
"0",0.7097,0.2876,4,333,6,0,0,"technical","low"
"1",0.3592,0.2806,4,191,5,0,0,"support","low"
"0",0.4024,0.4693,7,177,8,0,0,"technical","low"
"0",0.5797,0.545,8,198,2,0,0,"IT","low"
"0",0.6563,0.7606,9,213,5,0,0,"sales","low"
"0",0.6374,0.8019,9,291,6,1,0,"sales","medium"
"1",0.6019,0.5377,9,205,5,0,0,"IT","medium"
"0",0.5029,0.683,5,195,5,1,0,"support","medium"
"0",0.7773,0.7701,8,171,6,1,0,"support","low"
"0",0.8439,0.6361,5,208,2,0,0,"product_mng","low"
"0",0.4333,0.6781,10,287,8,0,0,"sales","medium"
"0",0.7714,0.4004,7,297,6,0,0,"support","medium"
"0",0.2689,0.5095,7,166,6,0,0,"accounting","low"
"1",0.6598,0.8087,8,327,9,0,0,"management","low"
"1",0.8073,0.8272,6,284,9,0,0,"accounting","medium"
"0",0.4183,0.2161,9,266,4,0,0,"marketing","low"
"0",0.4584,0.7312,12,297,4,0,0,"management","low"
"0",0.7022,0.4561,9,342,3,0,0,"support","high"
"1",0.3611,0.5969,15,302,6,0,0,"technical","low"
"0",0.7816,0.2941,8,347,5,1,0,"support","medium"
"0",0.9152,0.2377,5,269,7,0,0,"RandD","medium"
"0",0.663,0.9027,7,305,6,0,0,"accounting","low"
"0",0.5921,0.2102,5,272,6,0,0,"accounting","medium"
"0",0.4095,0.5201,6,342,3,1,0,"sales","medium"
"1",0.2567,0.9251,10,322,5,0,0,"sales","low"
"0",0.0585,0.3605,13,256,5,0,0,"technical","medium"
"1",0.3328,0.3335,3,160,4,0,0,"technical","low"
"0",0.7394,0.6015,7,289,2,0,0,"technical","medium"
"0",0.5613,0.8423,7,268,4,0,0,"support","medium"
"1",0.7007,0.6519,8,286,6,0,0,"hr","low"
"0",0.6831,0.4234,10,191,8,0,0,"marketing","low"
"0",0.5448,0.3868,7,217,3,0,0,"sales","low"
"0",0.4569,0.5258,6,265,6,0,1,"sales","medium"
"0",0.7284,0.4285,9,275,4,1,0,"sales","medium"
"0",0.629,0.727,10,238,4,1,0,"sales","low"
"0",0.3861,0.5771,9,183,10,0,0,"technical","low"
"1",0.5667,0.4178,5,189,6,0,0,"IT","low"
"0",0.3724,0.4869,8,251,8,0,0,"technical","medium"
"0",0.5952,0.4227,7,221,4,1,0,"marketing","low"
"0",0.6134,0.5955,4,257,7,0,0,"accounting","low"
"1",0.5258,0.225,4,164,3,0,0,"marketing","medium"
"0",0.5592,0.5484,6,158,4,0,0,"technical","low"
"1",0.4213,0.2056,5,232,3,0,0,"sales","low"
"0",0.9248,0.785,5,330,7,0,0,"RandD","low"
"0",0.5433,0.5111,6,146,11,0,0,"support","low"
"0",0.8432,0.3048,6,232,6,0,0,"management","high"
"0",0.6507,0.4796,9,233,8,0,0,"IT","low"
"0",0.0731,0.5057,9,287,6,1,0,"accounting","medium"
"0",0.5509,0.4969,8,195,4,0,0,"IT","medium"
"1",0.5617,0.3159,4,191,3,0,0,"product_mng","medium"
"1",0.2667,0.3456,5,209,3,0,0,"sales","low"
"0",0.5766,0.574,9,142,2,0,0,"support","low"
"1",0.3024,0.2999,9,231,3,0,0,"sales","medium"
"0",0.4068,0.3145,10,258,5,0,0,"IT","medium"
"1",0.688,0.6112,8,241,9,0,0,"product_mng","low"
"0",0.7193,0.9514,10,268,7,1,0,"support","low"
"1",0.5649,0.7022,8,262,8,0,0,"support","medium"
"0",0.5715,0.5566,9,334,5,0,0,"product_mng","medium"
"0",0.5474,0.3354,7,165,8,0,0,"product_mng","high"
"0",0.4872,0.917,5,244,4,1,0,"support","medium"
"0",0.7488,0.5854,8,294,4,0,0,"sales","medium"
"0",0.5843,0.734,4,217,3,0,0,"technical","medium"
"1",0.7441,0.914,9,272,8,0,0,"sales","medium"
"0",0.7102,0.613,8,281,4,0,0,"support","low"
"1",0.47,0.301,3,206,4,0,0,"sales","low"
"0",0.7307,0.6923,9,306,6,0,0,"product_mng","high"
"0",0.4927,0.6021,4,299,6,0,0,"management","medium"
"0",0.8786,0.537,10,261,11,0,0,"IT","low"
"0",0.5934,0.3647,9,278,4,0,0,"marketing","high"
"0",0.4768,0.6001,9,204,5,0,0,"sales","medium"
"0",0.4548,0.7167,10,256,12,0,0,"sales","medium"
"0",0.8568,0.4266,8,326,8,0,0,"support","low"
"0",0.4707,0.7156,9,250,4,1,0,"accounting","low"
"0",0.3983,0.4211,11,215,3,0,0,"management","medium"
"0",0.3969,0.5802,12,311,4,1,0,"technical","low"
"0",0.5941,0.5744,10,173,3,1,0,"support","low"
"0",0.6145,0.4252,5,195,5,0,0,"technical","low"
"1",0.2837,0.8934,10,289,5,0,0,"management","low"
"0",0.2442,0.4564,8,287,7,0,0,"technical","low"
"0",0.8424,0.563,9,274,7,1,0,"support","medium"
"0",0.5834,0.3634,9,300,8,0,0,"support","medium"
"0",0.5387,0.4169,7,241,4,0,0,"RandD","medium"
"0",0.6046,0.6548,7,218,2,0,0,"IT","medium"
"0",0.3248,0.6949,12,239,6,0,0,"technical","high"
"0",0.2438,0.2312,9,164,5,0,0,"sales","low"
"0",0.6473,0.8663,5,180,6,0,0,"sales","medium"
"1",0.5494,0.6633,9,334,5,0,0,"product_mng","low"
"0",0.606,0.5975,8,175,5,0,0,"accounting","medium"
"0",0.441,0.079,11,189,7,0,0,"sales","low"
"0",0.4157,0.4351,4,173,2,0,0,"RandD","low"
"1",0.294,0.1512,6,253,7,0,0,"marketing","medium"
